Offset,Length,Encoding,Context,Text
$0128a9,4,dq3_jp,Bank $02 at $a8a9,[CTRL][$bc]GJ
$0128ca,4,ascii,Bank $02 at $a8ca,BbtD
$0128d8,6,dq3_jp,Bank $02 at $a8d8,[CTRL]s[CTRL][$b3][$aa]U
$01290a,4,ascii,Bank $02 at $a90a,E*B}
$01291c,6,ascii,Bank $02 at $a91c,)OIJ*R
$012964,4,ascii,Bank $02 at $a964,H|&:
$0129a6,4,ascii,Bank $02 at $a9a6,"OD""z"
$0129b0,4,ascii,Bank $02 at $a9b0,hIJr
$0129c0,3,dq3_jp,Bank $02 at $a9c0,[CTRL][$f0][$87]
$0129e1,3,dq3_jp,Bank $02 at $a9e1,[CTRL][$f0][$87]
$012a03,4,ascii,Bank $02 at $aa03,"G$""Q"
$012a22,5,dq3_jp,Bank $02 at $aa22,[CTRL][$ea]W[$e0]t
$012a2b,6,ascii,Bank $02 at $aa2b,HOIDRr
$012a3f,5,ascii,Bank $02 at $aa3f,d%+yz
$012a56,4,ascii,Bank $02 at $aa56,D8DJ
$012a5a,9,dq3_jp,Bank $02 at $aa5a,[CTRL][$fa]H[$95][$aa]W[$89]OA
$012aac,4,ascii,Bank $02 at $aaac,Y~D@
$012ae2,7,ascii,Bank $02 at $aae2,I<$b|$J
$012b21,4,ascii,Bank $02 at $ab21,IIzR
$012b29,8,ascii,Bank $02 at $ab29,$$c!D9IB
$012b7c,5,dq3_jp,Bank $02 at $ab7c,[CTRL][$f2][$95][$c8]D
$012bc7,4,ascii,Bank $02 at $abc7,"HD""r"
$012bf6,4,ascii,Bank $02 at $abf6,A>D 
$012c1d,4,ascii,Bank $02 at $ac1d,OJ_*
$012c23,4,ascii,Bank $02 at $ac23,jWcB
$012c30,4,ascii,Bank $02 at $ac30,D 9I
$012c3e,4,dq3_jp,Bank $02 at $ac3e,[CTRL][$d1][CTRL]d
$012c41,4,ascii,Bank $02 at $ac41,d$`A
$012c60,4,ascii,Bank $02 at $ac60,(EHB
$012c68,7,ascii,Bank $02 at $ac68,$%35)V 
$012c8b,3,dq3_jp,Bank $02 at $ac8b,[CTRL][$88]D
$012c9d,5,ascii,Bank $02 at $ac9d,?E)IA
$012d06,10,dq3_jp,Bank $02 at $ad06,[CTRL]@u[$98][$ba]\[$ad]Zw@
$012d70,3,dq3_jp,Bank $02 at $ad70,[CTRL][$98][$bf]
$012d97,3,dq3_jp,Bank $02 at $ad97,[CTRL][$f6][$87]
$012dbd,4,ascii,Bank $02 at $adbd,dE(@
$012dda,9,dq3_jp,Bank $02 at $adda,[CTRL][$e0][$f7][$93][$94][$a4][$a2]dY
$012e3a,4,ascii,Bank $02 at $ae3a,d%IB
$012e43,3,dq3_jp,Bank $02 at $ae43,[CTRL][$f8]^
$012e4e,4,dq3_jp,Bank $02 at $ae4e,[CTRL][$fc][$e5][$df]
$012e75,3,dq3_jp,Bank $02 at $ae75,[CTRL][$d0][$85]
$012e7e,4,ascii,Bank $02 at $ae7e,(E9R
$012e8d,4,ascii,Bank $02 at $ae8d,"f],L"
$012f3b,3,dq3_jp,Bank $02 at $af3b,[CTRL][$88]D
$012f58,4,ascii,Bank $02 at $af58,"HD""2"
$012f6c,4,dq3_jp,Bank $02 at $af6c,[CTRL][$f0][$87][$c8]
$012f87,5,dq3_jp,Bank $02 at $af87,[CTRL][$88]_[CTRL][$e2]
$012fa0,3,dq3_jp,Bank $02 at $afa0,[CTRL][$a8][CTRL]
$013071,5,ascii,Bank $02 at $b071,@$b30
$0130c3,4,ascii,Bank $02 at $b0c3,B4!)
$0130cc,3,dq3_jp,Bank $02 at $b0cc,[CTRL][$fb]G
$013121,7,ascii,Bank $02 at $b121,"""c""@~?*"
$01312a,4,ascii,Bank $02 at $b12a,jT?B
$01316f,7,ascii,Bank $02 at $b16f,"geW("""">"
$013177,5,dq3_jp,Bank $02 at $b177,[CTRL][$8f]D[$e4]{
$013194,4,ascii,Bank $02 at $b194,IHB2
$0131c5,5,ascii,Bank $02 at $b1c5,"""(A)J"
$0131dc,4,ascii,Bank $02 at $b1dc,.E<2
$01320b,4,ascii,Bank $02 at $b20b,?')I
$013244,4,ascii,Bank $02 at $b244,%h>%
$01324b,3,dq3_jp,Bank $02 at $b24b,[CTRL][$90][$bf]
$01328b,7,ascii,Bank $02 at $b28b,?p@#)N2
$0132bb,4,ascii,Bank $02 at $b2bb,"OE?"""
$013329,5,ascii,Bank $02 at $b329,IHB*^
$013346,8,ascii,Bank $02 at $b346,'$+eiyFB
$013351,4,ascii,Bank $02 at $b351,"W$""U"
$013426,3,dq3_jp,Bank $02 at $b426,[CTRL]PD
$013427,4,ascii,Bank $02 at $b427,PD$a
$0134e9,7,dq3_jp,Bank $02 at $b4e9,[CTRL]Iy[$8a]P[$a6][$b4]
$01350e,3,dq3_jp,Bank $02 at $b50e,[CTRL][$e6][$e7]
$013534,4,ascii,Bank $02 at $b534,$%E/
$01353f,3,dq3_jp,Bank $02 at $b53f,[CTRL][$e8]i
$013558,5,ascii,Bank $02 at $b558,E(E)$
$01355f,4,dq3_jp,Bank $02 at $b55f,[CTRL][$88]U[$b4]
$013563,7,ascii,Bank $02 at $b563,$'iKIJV
$0135cc,15,dq3_jp,Bank $02 at $b5cc,[CTRL][$f8][$88][$fc][$a5][$aa]U[$ab]JU[$aa]R[$95][$aa]]
$0135f3,5,ascii,Bank $02 at $b5f3,<)u/J
$0135ff,3,dq3_jp,Bank $02 at $b5ff,[CTRL]x[$8f]
$01361e,3,dq3_jp,Bank $02 at $b61e,[CTRL]hr
$013626,3,dq3_jp,Bank $02 at $b626,[CTRL]H|
$013696,5,ascii,Bank $02 at $b696,|E9JU
$0136ac,4,ascii,Bank $02 at $b6ac,HOJR
$0136d8,4,ascii,Bank $02 at $b6d8,D%:Q
$0136ec,4,dq3_jp,Bank $02 at $b6ec,[CTRL][$ca][$94][$b0]
$01373e,7,ascii,Bank $02 at $b73e,@8\e*@<
$01377f,5,ascii,Bank $02 at $b77f,/H!*Q
$013797,6,dq3_jp,Bank $02 at $b797,[CTRL][$f2][$a3][$98][$80][CTRL]
$0137a7,5,ascii,Bank $02 at $b7a7,C(Rbb
$0137ef,4,ascii,Bank $02 at $b7ef,*4:!
$013826,4,ascii,Bank $02 at $b826,\?' 
$013864,4,ascii,Bank $02 at $b864,|%j_
$01388a,4,ascii,Bank $02 at $b88a,D-*q
$0138c6,6,ascii,Bank $02 at $b8c6,"+D""""D@"
$0138f6,4,ascii,Bank $02 at $b8f6,$%)I
$01398a,4,ascii,Bank $02 at $b98a,OHD&
$013994,4,ascii,Bank $02 at $b994,D%>Q
$0139cd,4,ascii,Bank $02 at $b9cd,"?P@"""
$0139d7,4,ascii,Bank $02 at $b9d7, ?B>
$0139f5,5,ascii,Bank $02 at $b9f5,"'PUR"""
$013a17,4,ascii,Bank $02 at $ba17,E(Jb
$013a68,6,dq3_jp,Bank $02 at $ba68,[CTRL][$98]h[$a8][$e4]D
$013a85,4,ascii,Bank $02 at $ba85,I8</
$013aaa,13,dq3_jp,Bank $02 at $baaa,[CTRL][$c2][$f9][$91][$f0]GIJLT[$d4]T[CTRL]
$013aaf,5,ascii,Bank $02 at $baaf,GIJLT
$013aef,4,ascii,Bank $02 at $baef,c+N2
$013b17,4,ascii,Bank $02 at $bb17,?OHB
$013b6b,3,dq3_jp,Bank $02 at $bb6b,[CTRL]P[$c4]
$013b96,4,ascii,Bank $02 at $bb96,<OQQ
$013bb2,4,ascii,Bank $02 at $bbb2,IJr4
$013bc2,5,ascii,Bank $02 at $bbc2,\$$!1
$013c07,4,ascii,Bank $02 at $bc07,E-~R
$013c7c,3,dq3_jp,Bank $02 at $bc7c,[CTRL][$80][$c0]
$013ce1,4,ascii,Bank $02 at $bce1,%)IY
$013cf9,6,dq3_jp,Bank $02 at $bcf9,[CTRL][$f8]s[$d2]|[$80]
$013db0,4,ascii,Bank $02 at $bdb0,/G+4
$013dc5,4,ascii,Bank $02 at $bdc5,(|(*
$013df6,5,dq3_jp,Bank $02 at $bdf6,[CTRL]@[$d8]G[$a2]
$013e02,4,ascii,Bank $02 at $be02,"QHB"""
$013e14,5,ascii,Bank $02 at $be14,$%]3w
$013e1c,3,dq3_jp,Bank $02 at $be1c,[CTRL]|D
$013e78,6,ascii,Bank $02 at $be78,>%?ImJ
$013ea1,5,ascii,Bank $02 at $bea1,(EE*R
$013ee4,5,dq3_jp,Bank $02 at $bee4,[CTRL][$f0][$8f][$a0][$fc]
$013f0c,4,ascii,Bank $02 at $bf0c,d$b3
$013f2b,5,dq3_jp,Bank $02 at $bf2b,[CTRL][$c1][$a0][$88][$c3]
$013f5c,3,dq3_jp,Bank $02 at $bf5c,[CTRL]\q
$013f65,5,ascii,Bank $02 at $bf65,`P@  
$013f80,3,dq3_jp,Bank $02 at $bf80,[CTRL][$80][$88]
$013f8d,3,dq3_jp,Bank $02 at $bf8d,[CTRL][$c1]`
$013f99,3,dq3_jp,Bank $02 at $bf99,[CTRL]QB
$014043,3,dq3_jp,Bank $02 at $c043,[CTRL][$90]@
$014086,4,ascii,Bank $02 at $c086,(6p@
$014090,4,dq3_jp,Bank $02 at $c090,[CTRL][$87][$90]@
$0140a9,3,dq3_jp,Bank $02 at $c0a9,[CTRL][$b3][$88]
$0140ad,4,ascii,Bank $02 at $c0ad,J @~
$0140ba,5,ascii,Bank $02 at $c0ba,%Jh0@
$0140f1,9,ascii,Bank $02 at $c0f1,BAAB|BAAB
$0140fc,9,ascii,Bank $02 at $c0fc,A@@B~B@@A
$014107,9,ascii,Bank $02 at $c107,A@@D|D@@@
$014112,9,ascii,Bank $02 at $c112,@@@@@@@AA
$01411e,8,dq3_jp,Bank $02 at $c11e,[CTRL][CTRL][CTRL][CTRL][CTRL][CTRL][CTRL]B
$014128,9,ascii,Bank $02 at $c128,BAAAB|@@@
$014134,3,dq3_jp,Bank $02 at $c134,[CTRL][$80]@
$01413a,3,dq3_jp,Bank $02 at $c13a,[CTRL][$c2][$bc]
$014163,5,dq3_jp,Bank $02 at $c163,[CTRL][CTRL][CTRL][CTRL]D
$01416e,5,dq3_jp,Bank $02 at $c16e,[CTRL][CTRL][CTRL][CTRL]D
$014172,8,ascii,Bank $02 at $c172,"D8@ #,0@"
$01418b,6,dq3_jp,Bank $02 at $c18b,[CTRL][CTRL][CTRL][CTRL][CTRL]A
$0141b8,3,dq3_jp,Bank $02 at $c1b8,[CTRL][$c1]`
$0141dc,4,dq3_jp,Bank $02 at $c1dc,[CTRL][$90]DA
$0141de,7,ascii,Bank $02 at $c1de,"DA0(""! "
$0141f2,6,ascii,Bank $02 at $c1f2,"()IIJ"""
$01430f,7,ascii,Bank $02 at $c30f,'%)IIJR
$0143b4,4,ascii,Bank $02 at $c3b4, F(!
$0143d7,4,dq3_jp,Bank $02 at $c3d7,[CTRL][$c0][CTRL][$f8]
$0143fe,3,dq3_jp,Bank $02 at $c3fe,[CTRL][$f8]a
$01463e,3,dq3_jp,Bank $02 at $c63e,[CTRL]D@
$0146bf,7,ascii,Bank $02 at $c6bf,HB$d$db $0146d1,7,ascii,Bank $02 at $c6d1,HB$d$db $0146fa,6,ascii,Bank $02 at $c6fa,(J)JQ(
$014726,4,dq3_jp,Bank $02 at $c726,[CTRL][$c0][$c8][CTRL]
$0147f6,3,dq3_jp,Bank $02 at $c7f6,[CTRL][CTRL][$cc]
$01480c,5,ascii,Bank $02 at $c80c,  ?aA
$014818,5,ascii,Bank $02 at $c818,  ?aA
$01489d,4,ascii,Bank $02 at $c89d,)JIR
$014944,3,dq3_jp,Bank $02 at $c944,[CTRL]HD
$01497e,5,ascii,Bank $02 at $c97e, 4%)Q
$014a94,4,dq3_jp,Bank $02 at $ca94,[CTRL][$f8]T[$a0]
$014b00,5,ascii,Bank $02 at $cb00,OD#*1
$014b9e,4,ascii,Bank $02 at $cb9e,KDRR
$014c6e,3,dq3_jp,Bank $02 at $cc6e,[CTRL][$e4]g
$014c84,4,ascii,Bank $02 at $cc84,@d:V
$014d39,5,dq3_jp,Bank $02 at $cd39,[CTRL][CTRL][CTRL][CTRL]B
$014d63,4,ascii,Bank $02 at $cd63,0  ?
$014e38,6,dq3_jp,Bank $02 at $ce38,[CTRL][$e8]T`[$c6][CTRL]
$014f51,5,ascii,Bank $02 at $cf51,"B1""&R"
$0150fb,3,dq3_jp,Bank $02 at $d0fb,[CTRL]@[$fc]
$015137,4,ascii,Bank $02 at $d137,@ oU
$015176,5,ascii,Bank $02 at $d176,UUUGU
$01517c,7,ascii,Bank $02 at $d17c,Epu5Uro
$0151b0,4,ascii,Bank $02 at $d1b0,p%?0
$01538f,8,ascii,Bank $02 at $d38f," PK""PJ#P"
$0153b0,5,ascii,Bank $02 at $d3b0,",Pm,P"
$0153bf,5,ascii,Bank $02 at $d3bf,.PA1P
$0153c5,5,ascii,Bank $02 at $d3c5,3P66P
$0153cb,11,ascii,Bank $02 at $d3cb,7P#:P@<P?>P
$0153dd,5,ascii,Bank $02 at $d3dd,EPrJP
$0153e9,5,ascii,Bank $02 at $d3e9,SPAYP
$0153ef,5,ascii,Bank $02 at $d3ef,[P`^P
$0153f5,5,ascii,Bank $02 at $d3f5,`PocP
$0153fb,5,ascii,Bank $02 at $d3fb,fP$hP
$015401,5,ascii,Bank $02 at $d401,iP7kP
$015410,8,ascii,Bank $02 at $d410,rP4uPyvP
$015425,11,dq3_jp,Bank $02 at $d425,[CTRL]P[CTRL][CTRL]P[$8c][$85]P[$d6][$88]P
$01547b,6,dq3_jp,Bank $02 at $d47b,[CTRL][$c2]P[$ce][$c4]P
$0154ba,10,dq3_jp,Bank $02 at $d4ba,[CTRL][$f8]P[$c4][$fa]PL[$fc]P[$b3]
$0154fa,8,ascii,Bank $02 at $d4fa,$Q)'Q *Q
$015518,5,ascii,Bank $02 at $d518,CQZFQ
$01551e,5,ascii,Bank $02 at $d51e,IQcLQ
$015527,8,ascii,Bank $02 at $d527,SQgWQ~ZQ
$015535,6,dq3_jp,Bank $02 at $d535,[CTRL]gQ[$e9]iQ
$01553f,8,ascii,Bank $02 at $d53f,oQgqQbsQ
$015548,8,ascii,Bank $02 at $d548,uQjwQ@yQ
$015551,6,ascii,Bank $02 at $d551,{Qu}Q0
$01555a,5,dq3_jp,Bank $02 at $d55a,[CTRL]QG[CTRL]Q
$01562d,4,ascii,Bank $02 at $d62d,Rp R
$015632,5,ascii,Bank $02 at $d632,"""Rk$R"
$015641,5,ascii,Bank $02 at $d641,/RI2R
$015647,14,ascii,Bank $02 at $d647,4RU6R'8R`:R?>R
$015656,5,ascii,Bank $02 at $d656,BRxDR
$01565c,5,ascii,Bank $02 at $d65c,GRwJR
$015668,11,ascii,Bank $02 at $d668,QRlSR`TRQVR
$015677,5,ascii,Bank $02 at $d677,XRq\R
$01567d,5,ascii,Bank $02 at $d67d,^RwbR
$01568f,5,ascii,Bank $02 at $d68f,nRQpR
$01569e,8,ascii,Bank $02 at $d69e,vRtwR4xR
$0156f1,6,dq3_jp,Bank $02 at $d6f1,[CTRL][$b7]R[$dc][$b8]R
$01573f,12,dq3_jp,Bank $02 at $d73f,[CTRL][$e1]RR[$e3]Rh[$e4]Ro[$e5]R
$0157c1,5,ascii,Bank $02 at $d7c1,&SQ)S
$0157c7,5,ascii,Bank $02 at $d7c7,",S].S"
$0157d0,8,ascii,Bank $02 at $d7d0,2S.5SQ7S
$0157eb,8,ascii,Bank $02 at $d7eb,FSlHS)JS
$015803,5,ascii,Bank $02 at $d803,USsWS
$015809,5,ascii,Bank $02 at $d809,YSs[S
$01580f,5,ascii,Bank $02 at $d80f,\Sk^S
$015815,5,ascii,Bank $02 at $d815,`SKbS
$015821,8,ascii,Bank $02 at $d821,hScjS-lS
$01582a,5,ascii,Bank $02 at $d82a,mSqoS
$015842,11,ascii,Bank $02 at $d842,zS;|S~}Sm~S
$015b09,3,dq3_jp,Bank $02 at $db09,[CTRL][$80][$ba]
$015bd6,4,dq3_jp,Bank $02 at $dbd6,[CTRL]L[CTRL][$99]
$015bea,8,dq3_jp,Bank $02 at $dbea,[CTRL]J[CTRL]B[CTRL]H[CTRL][$e7]
$015c30,8,dq3_jp,Bank $02 at $dc30,[CTRL]Z[CTRL]\[CTRL]j[CTRL]s
$015c3a,12,dq3_jp,Bank $02 at $dc3a,[CTRL]b[CTRL]f[CTRL]h[CTRL]l[CTRL]n[CTRL]j
$015c48,4,dq3_jp,Bank $02 at $dc48,[CTRL]v[CTRL][$b4]
$015c53,5,dq3_jp,Bank $02 at $dc53,[CTRL][CTRL]|[CTRL][$c8]
$015c5a,7,dq3_jp,Bank $02 at $dc5a,[CTRL][$8a][CTRL][$8c][CTRL][$8e][CTRL]
$015c8c,5,dq3_jp,Bank $02 at $dc8c,[CTRL][$a0][CTRL][$a6][CTRL]
$015c94,6,dq3_jp,Bank $02 at $dc94,[CTRL][$ae][CTRL][$bc][CTRL][$a4]
$015c9c,4,dq3_jp,Bank $02 at $dc9c,[CTRL][$b8][CTRL]j
$015ca4,12,dq3_jp,Bank $02 at $dca4,[CTRL][$c2][CTRL][$c4][CTRL][$d2][CTRL][$ca][CTRL][$d0][CTRL][$a4]
$015cb2,20,dq3_jp,Bank $02 at $dcb2,[CTRL][$d8][CTRL][$d6][CTRL][$dc][CTRL][$e2][CTRL][$e0][CTRL][$f2][CTRL][$ec][CTRL][$f0][CTRL][$f4][
$015cc8,3,dq3_jp,Bank $02 at $dcc8,[CTRL][$fc][CTRL]
$015d1c,4,dq3_jp,Bank $02 at $dd1c,[CTRL]@[CTRL]a
$015d36,6,dq3_jp,Bank $02 at $dd36,[CTRL]N[CTRL]R[CTRL]m
$015d40,4,dq3_jp,Bank $02 at $dd40,[CTRL]Z[CTRL][$86]
$015d52,12,dq3_jp,Bank $02 at $dd52,[CTRL]x[CTRL]~[CTRL][CTRL][CTRL][$80][CTRL][$86][CTRL][$ef]
$015d7c,4,dq3_jp,Bank $02 at $dd7c,[CTRL][$9a][CTRL]`
$015d82,6,dq3_jp,Bank $02 at $dd82,[CTRL][$a2][CTRL][$a8][CTRL][$c0]
$015d9a,11,dq3_jp,Bank $02 at $dd9a,[CTRL][$b4][CTRL][$e6][CTRL][$b6][CTRL][$c2][CTRL][$c8][CTRL]
$015da8,15,dq3_jp,Bank $02 at $dda8,[CTRL][$ce][CTRL][$d0][CTRL][$d4][CTRL][$d6][CTRL][$de][CTRL][$e2][CTRL][$c0][CTRL]
$015db8,8,dq3_jp,Bank $02 at $ddb8,[CTRL][$ea][CTRL][$ec][CTRL][$ee][CTRL]J
$015dc2,5,dq3_jp,Bank $02 at $ddc2,[CTRL][$f6][CTRL][$fc][CTRL]
$015dfa,3,dq3_jp,Bank $02 at $ddfa,[CTRL]L[CTRL]
$015e12,6,dq3_jp,Bank $02 at $de12,[CTRL]B[CTRL]H[CTRL]R
$015e40,6,dq3_jp,Bank $02 at $de40,[CTRL]b[CTRL]j[CTRL]h
$015e4a,3,dq3_jp,Bank $02 at $de4a,[CTRL]t[CTRL]
$015e58,4,dq3_jp,Bank $02 at $de58,[CTRL][CTRL][CTRL][$86]
$015e62,6,dq3_jp,Bank $02 at $de62,[CTRL][$8c][CTRL][$8a][CTRL][$88]
$015e78,6,dq3_jp,Bank $02 at $de78,[CTRL][$a0][CTRL][$a4][CTRL][$bf]
$015e80,8,dq3_jp,Bank $02 at $de80,[CTRL][$a2][CTRL][$b0][CTRL][$b4][CTRL][$9d]
$015e8c,3,dq3_jp,Bank $02 at $de8c,[CTRL][$b6][CTRL]
$015ea4,12,dq3_jp,Bank $02 at $dea4,[CTRL][$ca][CTRL][$d8][CTRL][$de][CTRL][$f4][CTRL][$da][CTRL][$a2]
$015eb4,6,dq3_jp,Bank $02 at $deb4,[CTRL][$e2][CTRL][$e6][CTRL][$ad]
$015ebe,6,dq3_jp,Bank $02 at $debe,[CTRL][$f0][CTRL][$f8][CTRL][$9c]
$015ec8,6,dq3_jp,Bank $02 at $dec8,[CTRL][$fa][CTRL][$fc][CTRL]C
$015f00,3,dq3_jp,Bank $02 at $df00,[CTRL]@[CTRL]
$015f0c,6,dq3_jp,Bank $02 at $df0c,[CTRL]L[CTRL]J[CTRL]L
$015f16,6,dq3_jp,Bank $02 at $df16,[CTRL]R[CTRL]V[CTRL][$e4]
$015f22,4,dq3_jp,Bank $02 at $df22,[CTRL]h[CTRL]K
$015f28,12,dq3_jp,Bank $02 at $df28,[CTRL]l[CTRL]v[CTRL]p[CTRL]x[CTRL]|[CTRL][$8f]
$015f35,3,dq3_jp,Bank $02 at $df35,[CTRL][CTRL]M
$015f3c,4,dq3_jp,Bank $02 at $df3c,[CTRL][$94][CTRL][$a8]
$015f50,8,dq3_jp,Bank $02 at $df50,[CTRL][$a8][CTRL][$ac][CTRL][$ae][CTRL][$85]
$015f60,10,dq3_jp,Bank $02 at $df60,[CTRL][$ba][CTRL][$be][CTRL][$c0][CTRL][$c4][CTRL]B
$015f6e,4,dq3_jp,Bank $02 at $df6e,[CTRL][$cc][CTRL][$86]
$015f74,18,dq3_jp,Bank $02 at $df74,[CTRL][$ce][CTRL][$d2][CTRL][$ec][CTRL][$d8][CTRL][$e4][CTRL][$e0][CTRL][$ea][CTRL][$e8][CTRL][$ef]
$015f8a,7,dq3_jp,Bank $02 at $df8a,[CTRL][$f6][CTRL][$fc][CTRL][$fa][CTRL]
$016005,3,dq3_jp,Bank $02 at $e005,[CTRL][$85]e
$0160bf,3,dq3_jp,Bank $02 at $e0bf,[CTRL][$86]e
$0162d1,3,dq3_jp,Bank $02 at $e2d1,[CTRL][$80][$b4]
$016346,6,dq3_jp,Bank $02 at $e346,[CTRL][$a8][$80][$b4][$80]i
$0163b8,3,dq3_jp,Bank $02 at $e3b8,[CTRL]@[CTRL]
$0163fe,6,dq3_jp,Bank $02 at $e3fe,[CTRL]^[CTRL]X[CTRL]Y
$01640c,3,dq3_jp,Bank $02 at $e40c,[CTRL]d[CTRL]
$01641a,4,dq3_jp,Bank $02 at $e41a,[CTRL]z[CTRL][$8a]
$016426,12,dq3_jp,Bank $02 at $e426,[CTRL][$80][CTRL]~[CTRL][CTRL][CTRL][$86][CTRL][$90][CTRL]\
$01645a,9,dq3_jp,Bank $02 at $e45a,[CTRL][$a2][CTRL][$a8][CTRL][$9c][CTRL][$a4][CTRL]
$01646a,4,dq3_jp,Bank $02 at $e46a,[CTRL][$b2][CTRL]G
$016470,6,dq3_jp,Bank $02 at $e470,[CTRL][$ba][CTRL][$c0][CTRL]m
$01647e,6,dq3_jp,Bank $02 at $e47e,[CTRL][$c8][CTRL][$cc][CTRL][$a7]
$016486,3,dq3_jp,Bank $02 at $e486,[CTRL][$d4][CTRL]
$01648c,3,dq3_jp,Bank $02 at $e48c,[CTRL][$de][CTRL]
$016490,11,dq3_jp,Bank $02 at $e490,[CTRL][$e8][CTRL][$ea][CTRL][$ee][CTRL][$f8][CTRL][$f6][CTRL]
$0164ec,9,dq3_jp,Bank $02 at $e4ec,[CTRL]J[CTRL]B[CTRL]F[CTRL]H[CTRL]
$016508,7,dq3_jp,Bank $02 at $e508,[CTRL]T[CTRL]`[CTRL]f[CTRL]
$016512,8,dq3_jp,Bank $02 at $e512,[CTRL]X[CTRL]d[CTRL]b[CTRL][$8f]
$01651c,20,dq3_jp,Bank $02 at $e51c,[CTRL]j[CTRL]p[CTRL][$8a][CTRL]r[CTRL]z[CTRL]v[CTRL]|[CTRL][$88][CTRL][CTRL][CTRL][$d8]
$01654a,3,dq3_jp,Bank $02 at $e54a,[CTRL][$90][CTRL]
$016550,8,dq3_jp,Bank $02 at $e550,[CTRL][$98][CTRL][$a4][CTRL][$a0][CTRL]K
$01656c,5,dq3_jp,Bank $02 at $e56c,[CTRL][$b0][CTRL][$b2][CTRL]
$016574,22,dq3_jp,Bank $02 at $e574,[CTRL][$bc][CTRL][$be][CTRL][$c4][CTRL][$ca][CTRL][$cc][CTRL][$d2][CTRL][$d8][CTRL][$e4][CTRL][$dc][
$01658e,11,dq3_jp,Bank $02 at $e58e,[CTRL][$f2][CTRL][$c6][CTRL][$f0][CTRL][$f4][CTRL][$fa][CTRL]
$0165e4,5,dq3_jp,Bank $02 at $e5e4,[CTRL]F[CTRL]D[CTRL]
$0165f6,3,dq3_jp,Bank $02 at $e5f6,[CTRL]P[CTRL]
$016600,4,dq3_jp,Bank $02 at $e600,[CTRL]X[CTRL]d
$016612,14,dq3_jp,Bank $02 at $e612,[CTRL]v[CTRL]f[CTRL]h[CTRL]l[CTRL]r[CTRL]p[CTRL][$cc]
$016626,3,dq3_jp,Bank $02 at $e626,[CTRL]|[CTRL]
$01662c,3,dq3_jp,Bank $02 at $e62c,[CTRL][CTRL][CTRL]
$01663c,6,dq3_jp,Bank $02 at $e63c,[CTRL][$92][CTRL][$94][CTRL]r
$01664a,4,dq3_jp,Bank $02 at $e64a,[CTRL][$9e][CTRL]d
$016650,8,dq3_jp,Bank $02 at $e650,[CTRL][$a8][CTRL][$b2][CTRL][$ac][CTRL]X
$016664,4,dq3_jp,Bank $02 at $e664,[CTRL][$c2][CTRL][$b8]
$016674,14,dq3_jp,Bank $02 at $e674,[CTRL][$d0][CTRL][$cc][CTRL][$ce][CTRL][$d2][CTRL][$d4][CTRL][$d6][CTRL]L
$016684,4,dq3_jp,Bank $02 at $e684,[CTRL][$ea][CTRL][$c4]
$01668a,8,dq3_jp,Bank $02 at $e68a,[CTRL][$e4][CTRL][$e8][CTRL][$ec][CTRL]W
$0166da,6,dq3_jp,Bank $02 at $e6da,[CTRL]B[CTRL]F[CTRL][$8b]
$0166e2,4,dq3_jp,Bank $02 at $e6e2,[CTRL]N[CTRL][$c6]
$0166e8,8,dq3_jp,Bank $02 at $e6e8,[CTRL]P[CTRL]X[CTRL]Z[CTRL]C
$0166f2,6,dq3_jp,Bank $02 at $e6f2,[CTRL]b[CTRL]f[CTRL][$80]
$0166fa,16,dq3_jp,Bank $02 at $e6fa,[CTRL]n[CTRL]~[CTRL]r[CTRL]t[CTRL]z[CTRL][CTRL][CTRL][$80][CTRL][$d8]
$01670c,4,dq3_jp,Bank $02 at $e70c,[CTRL][$8c][CTRL]\
$016712,6,dq3_jp,Bank $02 at $e712,[CTRL][$90][CTRL][$96][CTRL]~
$01671e,12,dq3_jp,Bank $02 at $e71e,[CTRL][$b0][CTRL][$a0][CTRL][$a2][CTRL][$a6][CTRL][$aa][CTRL]J
$016732,5,dq3_jp,Bank $02 at $e732,[CTRL][$b6][CTRL][$c2][CTRL]
$01673e,4,dq3_jp,Bank $02 at $e73e,[CTRL][$c6][CTRL][$ae]
$016748,6,dq3_jp,Bank $02 at $e748,[CTRL][$d4][CTRL][$da][CTRL][$f2]
$016750,8,dq3_jp,Bank $02 at $e750,[CTRL][$de][CTRL][$e2][CTRL][$e6][CTRL][$e3]
$01675a,4,dq3_jp,Bank $02 at $e75a,[CTRL][$f0][CTRL]V
$016760,3,dq3_jp,Bank $02 at $e760,[CTRL][$f8][CTRL]
$0167d5,3,dq3_jp,Bank $02 at $e7d5,[CTRL][$85]`
$016891,9,dq3_jp,Bank $02 at $e891,[CTRL][$86][$86][$86][$88][$86][$8c][$86][$d1]
$01694f,44,dq3_jp,Bank $02 at $e94f,[CTRL][$87][CTRL][$87][$88][$87][$8c][$87][$90][$87][$94][$87][$98][$87][$9c][$87][$a0][$87][$a2][$8
$016b34,186,dq3_jp,Bank $02 at $eb34,[CTRL][$e1][$9c][CTRL][$e1][$9c][$86][$e1][$9c][$88][$e1][$9c][$8a][$e1][$9c][$8c][$e1][$9c][$8e][$e
