Start,End,Size,Type,Confidence,Description,Hash
$2c9000,$2c9400,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,cc1a977e
$2c9400,$2c9800,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,1bb2e9da
$2c9800,$2c9c00,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,1342e0e7
$2c9c00,$2ca000,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,058e3482
$2ca000,$2ca400,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,82a2417c
$2ca400,$2ca800,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,db2dffa3
$2ca800,$2cac00,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,01727196
$2cac00,$2cb000,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,fe9a36bd
$2cb000,$2cb400,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,99e7c5b3
$2cb400,$2cb800,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,f32f97da
$2cb800,$2cbc00,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,16a1b1fc
$2cbc00,$2cc000,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,df7e592e
$2cc000,$2cc400,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,d8b0407a
$2cc400,$2cc800,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,39dd02ad
$2cc800,$2ccc00,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,e2670f0d
$2ccc00,$2cd000,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,4a6af16c
$2cd000,$2cd400,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,a87998ee
$2cd400,$2cd800,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,fb744dac
$2cd800,$2cdc00,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,2e0d8f9a
$2cdc00,$2ce000,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,5e583e3e
$2ce000,$2ce400,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,22556af0
$2ce400,$2ce800,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,2607ee27
$2ce800,$2cec00,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,634a4f9f
$2cec00,$2cf000,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,22dfba11
$2cf000,$2cf400,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,8a1c34f4
$2cf400,$2cf800,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,7f6ac6c8
$2cf800,$2cfc00,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,dc322ebd
$2cfc00,$2d0000,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,5e682ed8
$2d0000,$2d0400,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,c981d9d5
$2d0400,$2d0800,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,bca3f09c
$2d0800,$2d0c00,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,cf8789cb
$2d0c00,$2d1000,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,460c3498
$2d1000,$2d1400,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,2007d187
$2d1400,$2d1800,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,8a116f1f
$2d1800,$2d1c00,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,c210b839
$2d1c00,$2d2000,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,938ca7ff
$2d2000,$2d2400,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,2d28bc96
$2d2400,$2d2800,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,8775e74e
$2d2800,$2d2c00,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,d0a8646c
$2d2c00,$2d3000,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,a86904cf
$2d3000,$2d3400,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,13577cb8
$2d3400,$2d3800,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,7a0993ae
$2d3800,$2d3c00,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,51f49260
$2d3c00,$2d4000,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,83408246
$2d4000,$2d4400,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,7b957a9c
$2d4400,$2d4800,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,d6bf0c65
$2d4800,$2d4c00,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,ed5c3215
$2d4c00,$2d5000,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,1c9c7ac4
$2d5000,$2d5400,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,4d4e2818
$2d5400,$2d5800,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,72658456
$2d5800,$2d5c00,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,edff2dcf
$2d5c00,$2d6000,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,b88533c4
$2d6000,$2d6400,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,51701e2f
$2d6400,$2d6800,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,af6e8d73
$2d6800,$2d6c00,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,876604c5
$2d6c00,$2d7000,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,c33a1a65
$2d7000,$2d7400,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,62f6e360
$2d7400,$2d7800,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,deaefc2e
$2d7800,$2d7c00,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,fd6a4f5f
$2d7c00,$2d8000,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,d489014f
$2d8000,$2d8400,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,078373a1
$2d8400,$2d8800,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,995cd8a7
$2d8800,$2d8c00,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,e8bc3953
$2d8c00,$2d9000,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,8813b6aa
$2d9000,$2d9400,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,f2b1e27c
$2d9400,$2d9800,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,c8c62028
$2d9800,$2d9c00,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,e7c78e58
$2d9c00,$2da000,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,ac192f94
$2da000,$2da400,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,88211322
$2da400,$2da800,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,a2b3407a
$2da800,$2dac00,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,22d4386f
$2dac00,$2db000,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,c5a36b32
$2db000,$2db400,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,1e49c80e
$2db400,$2db800,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,dc733713
$2db800,$2dbc00,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,5d2de473
$2dbc00,$2dc000,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,87091e55
$2dc000,$2dc400,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,cfb99587
$2dc400,$2dc800,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,eb880a42
$2dc800,$2dcc00,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,f34f2807
$2dcc00,$2dd000,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,fd5e68db
$2dd000,$2dd400,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,90834885
$2dd400,$2dd800,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,4358d94d
$2dd800,$2ddc00,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,beaff306
$2ddc00,$2de000,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,210e1fa1
$2de000,$2de400,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,37027bff
$2de400,$2de800,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,fb5159f0
$2de800,$2dec00,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,fe1d1e1b
$2dec00,$2df000,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,96c1023d
$2df000,$2df400,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,9cff9af2
$2df400,$2df800,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,de44047a
$2df800,$2dfc00,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,bc9d6c0d
$2dfc00,$2e0000,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,ed782e1e
$2e0000,$2e0400,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,0c452a68
$2e0400,$2e0800,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,e91450d3
$2e0800,$2e0c00,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,1a5e5f49
$2e0c00,$2e1000,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,18a0e899
$2e1000,$2e1400,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,bc05b6f0
$2e1400,$2e1800,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,aad125be
$2e1800,$2e1c00,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,ab9141eb
$2e1c00,$2e2000,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,d0e1828f
$2e2000,$2e2400,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,f91754bd
$2e2400,$2e2800,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,a7a5513c
$2e2800,$2e2c00,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,e7176084
$2e2c00,$2e3000,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,8b4bfe24
$2e3000,$2e3400,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,980a3b96
$2e3400,$2e3800,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,33dfb273
$2e3800,$2e3c00,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,d96e96f9
$2e3c00,$2e4000,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,4eb86375
$2e4000,$2e4400,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,e5ec3bbc
$2e4400,$2e4800,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,92e5e83b
$2e4800,$2e4c00,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,2f0f5a17
$2e4c00,$2e5000,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,73a5f61c
$2e5000,$2e5400,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,81e72f78
$2e5400,$2e5800,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,8725ec7f
$2e5800,$2e5c00,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,9b482cdf
$2e5c00,$2e6000,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,d7a673a2
$2e6000,$2e6400,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,cb5f6da8
$2e6400,$2e6800,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,92673fb7
$2e6800,$2e6c00,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,1cddf608
$2e6c00,$2e7000,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,12a00209
$2e7000,$2e7400,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,7a1e6b4a
$2e7400,$2e7800,1024,text_or_code,0.60,Entropy-classified text_or_code,5f95f459
$2e7800,$2e7c00,1024,text_or_code,0.60,Entropy-classified text_or_code,078c3450
$2e7c00,$2e8000,1024,text_or_code,0.60,Entropy-classified text_or_code,c9e7aba1
$2e8000,$2e8400,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,fc4d3d6f
$2e8400,$2e8800,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,be9bd767
$2e8800,$2e8c00,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,f78674bd
$2e8c00,$2e9000,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,7f6c2e63
$2e9000,$2e9400,1024,text_or_code,0.60,Entropy-classified text_or_code,c3398628
$2e9400,$2e9800,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,74f4f4b1
$2e9800,$2e9c00,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,258d4eb0
$2e9c00,$2ea000,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,104b6b61
$2ea000,$2ea400,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,a6e9065a
$2ea400,$2ea800,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,4dd73592
$2ea800,$2eac00,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,4e9d8186
$2eac00,$2eb000,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,bfd9049a
$2eb000,$2eb400,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,1848974f
$2eb400,$2eb800,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,646d4db5
$2eb800,$2ebc00,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,34536895
$2ebc00,$2ec000,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,e8577bbe
$2ec000,$2ec400,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,da1a9ce9
$2ec400,$2ec800,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,02af8151
$2ec800,$2ecc00,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,aec2a23c
$2ecc00,$2ed000,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,7b0be679
$2ed000,$2ed400,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,3b0e7392
$2ed400,$2ed800,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,0c7f9341
$2ed800,$2edc00,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,37f45ee9
$2edc00,$2ee000,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,a0a9ace0
$2ee000,$2ee400,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,9fe043be
$2ee400,$2ee800,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,e7b076cb
$2ee800,$2eec00,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,85a67885
$2eec00,$2ef000,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,6ca6dd81
$2ef000,$2ef400,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,cdcb4488
$2ef400,$2ef800,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,d41f8f9e
$2ef800,$2efc00,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,e7a54ecd
$2efc00,$2f0000,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,93f874b7
$2f0000,$2f0400,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,e139f8da
$2f0400,$2f0800,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,870e2922
$2f0800,$2f0c00,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,3ee35b5c
$2f0c00,$2f1000,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,d6a72302
$2f1000,$2f1400,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,4500c995
$2f1400,$2f1800,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,bd52bb4a
$2f1800,$2f1c00,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,7e5ac555
$2f1c00,$2f2000,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,7652489e
$2f2000,$2f2400,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,5f8608a4
$2f2400,$2f2800,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,f70f94fa
$2f2800,$2f2c00,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,5547f51f
$2f2c00,$2f3000,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,f3e97207
$2f3000,$2f3400,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,a9b36ba7
$2f3400,$2f3800,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,772e4baf
$2f3800,$2f3c00,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,fe0dc369
$2f3c00,$2f4000,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,a9050e45
$2f4000,$2f4400,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,8707c293
$2f4400,$2f4800,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,9591de4f
$2f4800,$2f4c00,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,bb639fc5
$2f4c00,$2f5000,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,af779df7
$2f5000,$2f5400,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,2d967602
$2f5400,$2f5800,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,5fdbc780
$2f5800,$2f5c00,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,9b194cf3
$2f5c00,$2f6000,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,387b1278
$2f6000,$2f6400,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,f1d046be
$2f6400,$2f6800,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,ed23de6a
$2f6800,$2f6c00,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,c0268d34
$2f6c00,$2f7000,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,67c48cc3
$2f7000,$2f7400,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,09fdd814
$2f7400,$2f7800,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,9be3ff78
$2f7800,$2f7c00,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,05b36cb3
$2f7c00,$2f8000,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,e864facf
$2f8000,$2f8400,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,8b63a75c
$2f8400,$2f8800,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,083aa9db
$2f8800,$2f8c00,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,edbee6f4
$2f8c00,$2f9000,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,435496c2
$2f9000,$2f9400,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,c6bd5e5b
$2f9400,$2f9800,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,af692df7
$2f9800,$2f9c00,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,dab1d8e7
$2f9c00,$2fa000,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,3f8da59e
$2fa000,$2fa400,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,0d4a4c90
$2fa400,$2fa800,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,1c9bcbec
$2fa800,$2fac00,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,0ffe4473
$2fac00,$2fb000,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,719a75b5
$2fb000,$2fb400,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,cc6d6962
$2fb400,$2fb800,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,b48eaffe
$2fb800,$2fbc00,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,99704e7a
$2fbc00,$2fc000,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,4ec46564
$2fc000,$2fc400,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,dbf4b9aa
$2fc400,$2fc800,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,fd61e59b
$2fc800,$2fcc00,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,8f1e315d
$2fcc00,$2fd000,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,b0fbc388
$2fd000,$2fd400,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,9b72d29a
$2fd400,$2fd800,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,2deeb6f5
$2fd800,$2fdc00,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,cdf01d34
$2fdc00,$2fe000,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,8497a0e3
$2fe000,$2fe400,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,0b0cbb54
$2fe400,$2fe800,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,fecbba3e
$2fe800,$2fec00,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,06979661
$2fec00,$2ff000,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,27c5959c
$2ff000,$2ff400,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,7af12768
$2ff400,$2ff800,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,feb3cd71
$2ff800,$2ffc00,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,bcd959cb
$2ffc00,$300000,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,0f27de8b
$300000,$300400,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,cea35900
$300400,$300800,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,559c0fa4
$300800,$300c00,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,7f2f1b50
$300c00,$301000,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,48fe45c8
$301000,$301400,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,3a9e60d2
$301400,$301800,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,39ea3999
$301800,$301c00,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,76a61dd3
$301c00,$302000,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,512238ae
$302000,$302400,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,e2b85491
$302400,$302800,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,24717b4e
$302800,$302c00,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,dad86616
$302c00,$303000,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,6f08a68a
$303000,$303400,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,1d90dcd2
$303400,$303800,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,8dd78c81
$303800,$303c00,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,30179eea
$303c00,$304000,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,0712231d
$304000,$304400,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,80a2be57
$304400,$304800,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,7fe5e6bf
$304800,$304c00,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,b22af803
$304c00,$305000,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,bb5bd40a
$305000,$305400,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,9f3ca98c
$305400,$305800,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,61cfa5e9
$305800,$305c00,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,ee52eb0a
$305c00,$306000,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,08ab37b1
$306000,$306400,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,bde82231
$306400,$306800,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,38e82427
$306800,$306c00,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,e64b15cd
$306c00,$307000,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,110e5d9c
$307000,$307400,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,c2a19a9c
$307400,$307800,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,6df53daa
$307800,$307c00,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,6119037d
$307c00,$308000,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,197b63cb
$308000,$308400,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,7d8f37c8
$308400,$308800,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,5f4284f6
$308800,$308c00,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,864c66be
$308c00,$309000,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,f1490ded
$309000,$309400,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,a30aee15
$309400,$309800,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,b2813eac
$309800,$309c00,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,214c253b
$309c00,$30a000,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,eff09c66
$30a000,$30a400,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,24366f28
$30a400,$30a800,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,58ca3561
$30a800,$30ac00,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,990394f8
$30ac00,$30b000,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,080d893f
$30b000,$30b400,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,23f3d58b
$30b400,$30b800,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,4168954d
$30b800,$30bc00,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,dd945e94
$30bc00,$30c000,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,10706a6d
$30c000,$30c400,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,4dcd1593
$30c400,$30c800,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,ba9c130d
$30c800,$30cc00,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,e7f2bc4e
$30cc00,$30d000,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,ba714b51
$30d000,$30d400,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,483696cf
$30d400,$30d800,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,dab3546d
$30d800,$30dc00,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,b0927de1
$30dc00,$30e000,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,8d1f3e22
$30e000,$30e400,1024,compressed_or_random,0.50,Entropy-classified compressed_or_random,35e64877
$30e400,$30e800,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,1e401f44
$30e800,$30ec00,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,30c737ec
$30ec00,$30f000,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,acc6fde3
$30f000,$30f400,1024,graphics_or_audio,0.70,Entropy-classified graphics_or_audio,876ea8e2
